video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count,category_name
r2EiNPj_nCk,E BATCH 🔥 EVO ACCESS 🤩 FREEFIRE NEW EVO ACCESS EVENT TAMIL | HOW TO COMPLETE EVO ACCESS EVENT TAMIL,"#evoaccess #newevoaccessevent #freefireevoaccessevent #howtocompleteevoaccessevent #ffnewevent #freefire #tamil #freefireevoaccesstamil #ebatchfreefire #evoaccesstamilevo access event free fire
free fire evo access event
how to get e badge free fire
how to get e badge
evo access event kaise pura kare
free fire e badge
#freefire
evo access free fire
new evo access event in free fire
how to get evo access
evo access
free fire new e badge event
new evo vault event free fire
new event ff
free fire new event today evo access
evo access event kaise complet kare
new evo access kaun sa le
evo access pass
what is evo access event free fire
evo access event kese le
evo access event full details
how to complete evo access event
how to get evo access free fire
free fire evo access
ff new evo gun
ff new e badge
evo access in free fire
e badge price
e badge ff
new evo access event ff
new evo access in ff
new evo access free fire
evo access price
evo access event full detail
e badge free fire event
e badge free
how to complete freefire evo access event tamil
freefire e batch
evo access event freefire
freefire evo access
new evo access
new evo access event tamil
freefire evo access event
how to complete evo access event freefire",2024-08-02T03:27:25Z,UCBOj97LKJjpwOE2Oqh-jNlQ,SMART MACHI GAMING,20,"['e BATCH', 'evo access event', 'how to complete evo access event FREEFIRE', 'freefire evo access event', 'new evo access event tamil', 'new evo access', 'freefire evo access', 'evo access event FREEFIRE', 'freefire e BATCH', 'freefire e BATCH evo access', 'TAMIL', 'gaming', 'freefire update', 'freefire event', 'how to complete freefire evo access event tamil']",PT8M17S,hd,false,39371,2972,0,0,89,Gaming
tI-F22bvt1Q,NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4153 | 2 Aug 2024 | Teaser,"Click here to subscribe to SAB: https://www.youtube.com/channel/UC6-F5tO8uklgE9Zy8IvbdFw?sub_confirmation=1

Episode 4153: Jethalal's Business Trip
--------------------------------------------------------
Jethalal is getting ready for a work trip to Hyderabad and leaves the shop duties to his helpers. But, he tells Baagha to make sure Bawri stays away from the shop. Can he keep her out while he's gone?

Show Name – Taarak Mehta Ka Ooltah Chashmah
Star Cast –  Dilip Joshi, Disha Vakani, Amit Bhatt, Nitish Bhaluni
Episodes No - Ep 4153 | 2 Aug 2024
Produced By - Asit Kumar Modi

#TaarakMehtaKaOoltahChashmah #तारकमेहताकाउल्टाचश्मा #sab #Latest #New #TaarakMehtaKaOoltahChashmah2024 #tmkocfunnyepisodes #hindicomedy #comedyvideo #15yearsoftmkoc  #4000episodes

About the show: 
----------------------------------------------------------------------
Taarak Mehta Ka Ooltah Chashmah is a SAB Comedy Show inspired by the famous humorous column, Duniya Ne Undha Chashmah written by the eminent Gujarati writer, Mr. Tarak Mehta. This show revolves around the Gada family which consists of businessman, Jethalal Champaklal Gada, Jethalal's wife, Daya & their naughty son, Tipendra Gada living in Gokuldham Co-operative Society, and covers topical issues that are socially relevant. This hilarious show will surely tickle your funny bone.

Click here to watch the episode of Taarak Mehta Ka Ooltah Chashmah :
https://www.sonyliv.com/shows/taarak-mehta-ka-ooltah-chashmah-1000284847

NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4153 | 2 Aug 2024 | Teaser",2024-08-02T15:30:19Z,UC6-F5tO8uklgE9Zy8IvbdFw,Sony SAB,24,"['Nitish Bhaluni', 'तारक मेहता', 'Ooltah Chashmah', 'sab tv channel', 'taarak mehta latest episodes', 'taarak mehta ka ooltah chashmah', 'hindi comedy show', 'sab tv funny show', 'taarak new episode', 'ulta chashma', 'tarak mehta ka ultah chashma', 'taarak mehta episode', 'tmkoc todays episode', 'taark mehta new episodes', 'tmkoc teaser today', 'tmkoc new taarak mehta', 'dilip joshi', 'dilip joshi jethalal', 'tmkoc funny episode', 'tmkoc', 'tmkoc episode 4153', 'taarak mehta ka ooltah chashma teaser episode 4153']",PT10M29S,hd,false,1235879,25095,0,0,695,Entertainment
qn8h5GdyqXw,Aayi Nai - Stree 2 | Pawan Singh | Shraddha Kapoor | Rajkummar Rao | Sachin-Jigar | Judwaaz,"SUBSCRIBE! New Videos Every Day!

Shop Our Exclusive Merchandise : https://www.judwaaz.in

Connect with us on :
► Subscribe : http://www.youtube.com/judwaazmusic
► Follow us on Instagram: http://www.instagram.com/judwaazmusic
► Follow us on Twitter: https://www.twitter.com/judwaazofficial
► Like us on Facebook: https://www.facebook.com/judwaazofficial

Subscribe Judwaaz TV :  (Music Review)
https://www.youtube.com/@UC8RPTOUzbVhqmOlFbbqstJA 

Subscribe Judwaaz Worldwide : (Filmy Stuff)
https://www.youtube.com/@UCAoyjstr7FAXKw_Ta57FrPg 

Subscribe Bakwaas With Judwaaz : (Funny Stuff n Vlogs)
https://www.youtube.com/@UCAoyjstr7FAXKw_Ta57FrPg

Original Credits & Link :

https://www.youtube.com/watch?v=nFgsBxw-zWQ

Credits:
Music Composer : Sachin - Jigar
Singer : Pawan Singh, Simran Choudhary, Divya Kumar & Sachin-Jigar
Lyrics : Amitabh Bhattacharya
All Music Produced Arranged & Designed By : Sachin-Jigar
Additional Programming : Hrishikesh Gangan, Abhishek Singh, Sahil Vishwakarma, Amrit Sharma ( White Noise Collectives)
Music Production Head - Romil Ved
Live Electric & Acoustic Guitars : Indrajit Chetia, Sahil Vishwakarma 
Recording Engineer: Swar Mehta (White Noise Collectives) 
Mixed and Mastered by : Eric Pillai (FSOB Studio)
Assistant Mix Engineer : Michael Edwin Pillai
Choreographer : Jani Master 
DOP: Santhana Krishnan Ravichandran

Starring: Shraddha Kapoor, Rajkummar Rao, Pankaj Tripathi, Abhishek Banerjee, and Aparshakti Khurana
Directed by: Amar Kaushik
Produced by: Dinesh Vijan
Produced by: Jyoti Deshpande
Written by: Niren Bhatt

DISCLAIMER: This Following Audio/Video is Strictly meant for Promotional Purpose.We Do not Wish to make any Commercial Use of this & Intended to Showcase the Creativity Of the Artist Involved.

The original Copyright(s) is (are) Solely owned by the Companies/Original-Artist(s)/Record-label(s).All the contents are intended to Showcase the creativity of the artist involved and is strictly done for a promotional purpose.

*DISCLAIMER: As per 3rd Section of Fair use guidelines Borrowing small bits of material from an original work is more likely to be considered fair use. Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for fair use.

#Judwaaz 
#shraddhakapoor 
#rajkummarrao 
#stree2 
#pawansingh 
#saregamamusic 
#aayinai
#sachinjigar 
#amitabhbhattacharya 
#divyakumar 
#simranchoudhary",2024-08-02T13:51:00Z,UC8RPTOUzbVhqmOlFbbqstJA,Judwaaz TV,23,[],PT10M57S,hd,false,87842,7625,0,0,745,Comedy
G9wnfyx9or8,Every Detail You Missed in Deadpool & Wolverine Movie | SuperSuper,"About: Every Detail You Missed in Deadpool & Wolverine Full Movie Movie Explained in Hindi, Complete movie breakdown, Captain America, Tony Stark, Marvel Cinematic Universe, Easter Eggs, Post Credit Scene, Trailer, Opening Scene, Song, Theatre reaction, fight scene.
You're #SuperSuper!
1 LIKE = More Motivation!

Add Secret Wars to your collection: https://amzn.to/3LJsTOb

Join this channel to get access to the perks:
https://www.youtube.com/channel/UCv6JhmcvEtUN8EYKJSrbo7w/join
- - - - - - - - - - - - - - - - - - - - - -
Follow Aman on Instagram: https://instagram.com/aman7sinha
& For Business or just to say Hi, Contact me at knightsinha@gmail.com

SuperSuper Live: https://www.youtube.com/channel/UChPXJI2uSDU0Ub4kjWpU_4w
SuperSuper Comics: https://www.youtube.com/channel/UCl9_iv7uFZlCF2VdWaoVegA

Facebook: https://fb.me/supersuperYT
Twitter: https://twitter.com/supersuperYT
Instagram: https://Instagram.com/supersuperofficial
 - - - - - - - - - - - - - - - - - - - - -
#DeadpoolWolverine",2024-08-01T03:30:05Z,UCv6JhmcvEtUN8EYKJSrbo7w,SuperSuper,24,"['Superhero', 'Superhero Movies', 'Movies', 'Hollywood', 'Marvel', 'Marvel Comics', 'Marvel Studios', 'Marvel Cinematic Universe', 'DC', 'DC Comics', 'DC Extended Universe', 'Cinematic Universe', 'DC Movies', 'Marvel Movies', 'Avengers', 'Justice League', 'Science Fiction', 'Science', 'Fiction', 'Action', 'Adventure', 'Sci-Fi', 'Superpowers', 'Powers', 'Iron Man', 'Captain America', 'SuperSuper', 'Super Super', 'Hindi', 'Explained', 'deadpool', 'wolverine']",PT14M27S,hd,false,310047,19152,0,0,771,Entertainment
4ab1pmLxbLY,Mere Birthday Dress Ka Color Aap Bataiye | Shoaib Mujhse Pareshaan 😜| Hummus Pita Bread Banaya,"HK Vitals Collagen Link : https://tinyurl.com/4ujpap4x

Also Available in Veg Option (equally effective as non veg):https://tinyurl.com/y4e48w2k

Use DIPIKA10 for discount. 

Clinical Proof Link:  https://www.dovepress.com/efficacy-and-safety-of-skin-radiance-collagen-on-skin-and-hair-matrix--peer-reviewed-fulltext-article-CCID


Music: Solo Acoustic 3
Musician: music by audionautix.com
License: https://creativecommons.org/licenses/by/4.0/legalcode",2024-07-31T14:42:33Z,UC2kBDwkqiy7zgH1-M4UtUXQ,Dipika Ki Duniya,22,[],PT17M43S,hd,false,1047145,38124,0,0,3050,People & Blogs
-f-rzH5hPNk,Etna Bada Box Aagya 😍,"Lava Blaze X - Sale is Live!

Shop Now - https://www.amazon.in/dp/B0D7M81CJX?ie=UTF8&ref_=Brand_Lava_BlazeX_BrandOtherDigital
#BlazeX 
#lavamobiles 
#ProudlyIndian
#BlazeKaCraze



Folllow  me on Instagram- https://www.instagram.com/souravjoshivlogs/?hl=en
 
I hope you enjoyed this video

Thank you so much for watching",2024-08-01T02:30:00Z,UCjvgGbPPn-FgYeguc5nxG4A,Sourav Joshi Vlogs,22,"['sourav joshi', 'sourav joshi vlogs', 'family vlogs', 'daily vlogs', 'piyush joshi', 'piyush joshi vlogs', 'sourav joshi arts', 'vlogs', 'family vlog', 'KUNALI', 'KUNALI JOSHI', 'KUNALI JOSHI VLOGS', 'kunali', 'kunali vlogs', 'kunali vlog', 'kunali k toys', 'kunali ka dant tut gya', 'ipl', 'ipl match', 'ipl match vlog', 'new gaming pc', 'new gaming pc vlog', 'gaming pc', 'kunali ka gaming pc', 'gaming pc for kunali', 'Secret Room', 'WE BUILD A HIDDEN SECRET ROOM IN OUR HOUSE', 'SECRET ROOM IN OUR HOUSE']",PT12M14S,hd,false,4602314,254597,0,0,7755,People & Blogs
yXlFkBnCmVw,Yeh Rishta Kya Kehlata Hai Today Episode NEW PROMO | 2nd August 2024 |,"Star Plus YRKKH / Yeh Rishta Kya Kehlata Hai Today NEW PROMO| 2nd August 2024 | 
 #yehrishtakyakehlatahai #samridhishukla #rohitpurohit #yrkkh 
➤Subscribe Telly Reporter @ http://bit.do/TellyReporter
⦿SOCIAL MEDIA Links⦿
➤https://www.facebook.com/TellyReporter
➤https://x.com/TellyReporter
➤https://www.instagram.com/TellyReporter
⦿ Follow TellyReporter With #TellyReporter #TellyExclusive",2024-08-02T01:48:00Z,UCVGiG3GcphUyMzNXg2iMN3A,Telly Reporter,24,"['yeh rishta kya kehlata hai', 'yeh rishta kya kehlata hai full episode today', 'yeh rishta kya kehlata hai new promo', 'yrkkh full episode today promo', 'Yeh Rishta Kya Kehlata hain Full Episode Promo 1st August2024', 'star plus yeh rishta kya kehlata hai', 'yeh rishta kya kehlata hai today episode', 'yeh rishta kya kehlata hai 2 august 2024', 'yeh rishta kya kehlata hai today full episode', 'yeh rishta kya kehlata hai aaj ka full episode', 'yrkkh telly reporter', 'yrkkh full episode today']",PT1M,hd,false,1215784,12967,0,0,125,Entertainment
ucSZrJwo9cU,Gharpe mila bada surprise ♥️🌸 || fair ya unfair the bigg boss || nehapandey vlogs ||￼,,2024-07-31T09:13:03Z,UCuwXCyK3TqXyzxfpjo6HmBQ,Neha Pandey02,24,[],PT9M1S,hd,false,694794,29419,0,0,1915,Entertainment
-DJEwfrEK9M,Raghuthatha Trailer | Keerthy Suresh | Suman Kumar | Sean Roldan | Vijay Kiragandur | Hombale Films,"Catch the excitement and laughter! Dive into the fun with a new twist. 🤣

Raghu Thatha, a hilarious journey of Kayalvizhi's misadventures, is coming to theaters near you on August 15th, 2024 - Thursday! 🎥

Hombale Films Production, this side-splitting comedy promises to leave you in stitches. 
Don't miss out on the ultimate comedy extravaganza! 

Heroin: Keerthy Suresh
Produced by: Vijay Kiragandur
Written & Directed by: Suman Kumar
Creative Producer: Vijay Subramaniam
Music Director: Sean Roldan
Executive Producer: Rhea Kongara
Associate Director & Post Head: Durgesh Pratap Singh
Director of Photography: Yamini Yagnamurthy
Editor: T.S. Suresh
Production Designer: Ramcharantej Labani
Promo Editor: Sneak Peek
Audiographers: Anand Krishnamoorthi, S. Sivakumar (AM Studios)
Costume Designer: Poornima
Keerthy's Costume Designer: Shruthi Manjari
Dialogues: Manoj Kumar Kalaivanan
Post Production Supervisor: O.K. Vijay
Publicity Designer: Jayan
Still Photographer - Vishnu S Rajan
Digital Media Partner: Silly Monks 
Digital Media PR & Marketing: Prasad Bhimanadham

Starring: 
M.S.Baaskar
Ravindra Vijay
Devadarshni
Jayakumar
Rajeev Ravindranathan
Anandsami
Rajesh Balachandiran
Ismath Banu
Aadhira Pandilakshmi
Janaki
Chu Khoy Sheng
KS. Mippu
Mukesh
Manoj Kumar Kalaivanan

For More Updates:
YouTube: https://www.youtube.com/channel/UCarJoVXH0T2pdtcHBu9J8Bw
Facebook: https://www.facebook.com/HombaleFilms/
Twitter: https://www.Twitter.com/hombalefilms
Instagram: https://www.instagram.com/hombalefilms

In Association with Divo:
FB : https://www.facebook.com/DivoKannada
Twitter : https://www.twitter.com/divomovies/
Insta : https://www.instagram.com/divomusicofficial/

#HombaleFilms #KeerthySuresh #RaghuthathaTrailer  #SumanKumar #VijayKiragandur #Raghuthatha #SeanRoldan #NewTamilFilm #TamilFilms2024 #Comedy #NewMovie #LaughterIsTheBest""",2024-07-31T08:27:08Z,UCarJoVXH0T2pdtcHBu9J8Bw,Hombale Films,24,"['Hombale films', 'hombale films channel', 'hombale', 'hombale films kannada', 'kfg chapter 2', 'hombale films kgf 2', 'kgf 2', 'Raghu Thatha', 'Raghu Thatha Tamil Films', 'Keerthi Suresh', 'Keerthi Suresh Tamil Films', 'Tamil Films', 'New Tamil Films', '2024 Tamil Films', 'Raghu Thatha Tamil Film', 'Sean Roldan', 'Suman Kumar', 'Hombale Films Tamil Films', '#Comedy', 'Tamil Comedy', 'Tamil Comedy Movies', 'Tamil New Films Trailer', 'Tamil Comedy Films', 'Tamil Raghu Thatha', 'Keerthi Suresh Tamil']",PT2M27S,hd,true,2367831,13932,0,0,260,Entertainment
3T6ZKLIYCr8,Lucky लाएगा Mrunmayee-Aman मैं दरार!|Ep1291|Exclusive |Ghum Hai Kisikey Pyaar Meiin|Mon-Sun|8PM,"Click here to Subscribe Ghum Hai Kisikey Pyaar Meiin : https://www.youtube.com/channel/UCh9Ao0KLPNXGsHqvIU1pdVw

Click here to Subscribe Star Plus : https://www.youtube.com/channel/UC-LPIU24bQXVljUXivKEeRQ


*About* 
------------

       Police officer Virat Chavan ne diya vaada apne marte hue junior ko ke rakhenge woh khayal unki beti, Sai ka. Virat aur Sai bandh gaye anchaahe shaadi ke bandhan mai. Virat ka dil tha Patralekha ke paas jiski shaadi hojati hai kisi aur se. Virat ne vaada kiya Pakhi se ke woh uski jagah kabhi kisi aur ko nahi dega. 
                Virat ne bhale nahi diya Sai ko ek pati ka pyaar par unke rishtey mai izzat hamesha thi. Waqt ke saath saath, Virat ne dekha Sai ka accha roop aur hogaya ussey Sai se pyaar. Yeh kahani hai Virat, Sai aur Patralekha ke pyaar ki.



#starplus #starplusoriginal #starplusofficial #ghkpm #virat #sai #ayeshasingh #neilbhatt #aishwariya #savi #ishaan #reva #bhavikasharma #shaktiarora #sumitsingh #raosaheb #vaishalithakkar  #highlights #ghumhaikisikeypyaarmeiin #love-hatechemistry #lovestory #ghkpmofficial #love #lovetraingle #student #trending #trends #viral #trp #bestshow #saas #bahu #gossips #comingup #comingsoon #bestof #latest #viral #entertainment #serialupdate #entertainmentnews #dailyupdates #starplusoriginal #fun #trendingnow #starplusshow #tbt #comedy #humor #lol #funnyvideos #bestmoments #everyday #mondaytosunday#youtubedaily  #montosun #recap #precap #1291 #highlights #latest #favouriteshow  #indianserial #serial #tventertainment #tvserial #dailyepisodes #miniseries #family #favourite #how #what #where #why #bestseason #entertainmentfullday #dailysoap #explore #bestscenes #everydayentertainment 




Connect with Our More Channels :


Anupama Official - https://www.youtube.com/channel/UCBmRoIwanX7NxzB6-Q_ahdA 

Yeh Rishta Kya Kehlata Hai Official - https://www.youtube.com/channel/UCfqoYnGRFtrIOo5hVb0M_nw

Ghum Hai Kisikey Pyaar Meiin Official - https://www.youtube.com/channel/UCh9Ao0KLPNXGsHqvIU1pdVw

StarPlus Classics Official - https://www.youtube.com/channel/UC-0Rh4XQdw2jV8N7rqDJj0Q

StarPlus Thriller - https://www.youtube.com/channel/UC3E2Z2S-4eBGQE1UMDswplg

Lucky लाएगा Mrunmayee-Aman मैं दरार!|Ep1291|Exclusive |Ghum Hai Kisikey Pyaar Meiin|Mon-Sun|8PM",2024-07-31T13:30:02Z,UCh9Ao0KLPNXGsHqvIU1pdVw,Ghum Hai Kisikey Pyaar Meiin ,24,"['Sharktank & TV', 'Amazon Prime', 'Colors Tv', 'Disney+Hotstar', 'Netflix', 'Sony Sab', 'Sony Tv', 'Taarak Mehta ka ulta chashma', 'Tujhse Hai Raabta', 'Zee Tv', 'star plus', 'JioCinema', 'cricket', 'pranks', 'gaming', 'live streaming', 'vlogs', 'Songs', 'Old songs', 'the kapil show', 'ASMR', 'Viral', 'Bigg Boss OTT Season 3', 'Mr. Beast', 'Aaj Ki Raat Stree 2', 'Youtuber', 'Phir Aayi Hasseen Dillruba', 'Breaking News', 'Heavy Rains', 'ghkpm', 'ghum hai kisikey pyaar meiin', 'ishvi', 'exclusive', 'ghkpmlive', 'ghkpm todays episode ghkpm episode', 'ghum', 'drama']",PT2M18S,hd,false,814059,7075,0,0,50,Entertainment
vA21dYWMHBs,UP Police | UP Police Math | Practice Set | Mathematics Class 02 | Maths By Rakesh Yadav Sir,"Biggest Sale on Books Live Now...Click here To Buy Now👇
🎯Amazon: https://linktr.ee/rakeshyadavbook
🎯Bookscape: https://linktr.ee/Rakeshyadavbookscape

📕7300 Maths Book New Edition: https://amzn.to/4eVBVFb

✔Whatsapp Channel: https://whatsapp.com/channel/0029Va4GusdBlHpjx7ZrUq0U

✔FOR PRACTICE SHEET & CLASS PDF FOLLOW MY TELEGERAM: https://t.me/mathswithrakesh 

✔Check out RAKESH YADAV MATHS GROUP: https://t.me/rakeshsirmathsdoubtgroup

📕RAKESH YADAV SIR BOOK LINKS👇
    👉SSC MATHEMATICS 7300+ BY RAKESH SIR: https://amzn.to/4eVBVFb
    👉ARITHMETIC CLASS NOTES: https://amzn.to/3W1IRYY
    👉ADVANCE MATH CLASS NOTES: https://amzn.to/4cXPvWJ


💁RAKESH YADAV SIR Math Special Batch हर महीने की 10 तारीक को Join करें Careerwill App पर👇 
    🎯PRE + MAINS
    🎯ARITHMETIC + ADVANCE MATHS
    🎯USEFULL FOR: SSC CGL CHSL CPO MTS GD STENOGRAPHER, DEFENCE, RAILWAY OTHER STATE EXAMS
    🎯UPDATED CONTENT 
    🎯BASIC TO HIGH LEVEL
    🎯PRACTICE SHEET PDF + HANDWRITTEN CLASS NOTES
    🎯Direct Shortcut + Skill Development To Create A New Shortcut
    🎯Focus on concepts as well as practice of Questions
    🎯Previous Year Questions As Well As New TCS Pattern Questions

🔥Batch Join करने के लिए PlayStore से CareerWill App Download करे।
👉App Link: https://play.google.com/store/apps/details?id=com.careerwill.careerwillapp
📞अधिक जानकारी के लिऐ : Call Helpline No: 708-218-9797


💁RAKESH YADAV SIR SOCIAL MEDIA👇
    📢INSTAGRAM: https://instagram.com/rakeshsirofficial?igshid=NzZhOTFlYzFmZQ==
    📢FACEBOOK: https://www.facebook.com/rakeshsirofficial?mibextid=LQQJ4d
    📢TWITTER: https://twitter.com/RYPofficial?t=ZpH...
    📢LINKEDIN: https://www.linkedin.com/in/rakesh-yadav-1a967225a/
    📢TELEGRAM: https://t.me/mathswithrakesh


💁RAKESH SIR PERCENTAGE CLASS ON YOUTUBE: https://www.youtube.com/watch?v=_JC5qYAc9VE&list=PLoMiZRRlvbSuqDl1Arrwr2mZ4rXUliPkk&ab_channel=RakeshYadavMaths
   
#rakeshyadav #rakeshyadavsir #rakeshyadavtalks #rakeshyadavvlogs #rakeshyadavclassnote  #rakeshyadavofficial #rakeshyadavsirapp   #rakeshyadavsirbooks  #mathsbyrakeshyadav #mathsbyrakeshsir  #rakeshyadavmaths  #careerwill #careerwillapp",2024-08-02T16:30:10Z,UCOyT274gK_v2Xu6TXV5RgtQ,Maths by Rakesh Yadav Sir,27,[],PT56M39S,hd,false,44363,5742,0,0,132,Education
VBA8_-lhViA,Mazhai Pidikkatha Manithan – Pre Release Trailer | Vijay Antony |Vijay Milton|Infiniti Film Ventures,"Check out the exclusive pre-release trailer of Mazhai Pidikkatha Manithan starring Vijay Antony, Megha Akash, Sathyaraj and directed by Vijay Milton. Get a sneak peek at this upcoming film now!

Star Casts: Vijay Antony, Sathyaraj, Megha Akash, Daali Dhananjaya, Murali Sharma, Saranya Ponvannan, Pruthvi Ambaar, Thalaivasal Vijay and many others.

Production Company: Infiniti Film Ventures
Producers: Kamal Bohra – D Lalithaa – B. Pradeep – Pankaj Bohra
Editor: Praveen K.L
Script-Cinematography-Direction: SD. Vijay Milton

CREW
Music: Achu Rajamani – Vijay Antony
Art Director: Arusamy
Stunt: Supreme Sundar | Mahesh Mathew
Stunt : Kevin Kumar
Associate Editor: RC Prasanna
VFX: Hocus & Pocus | Infinity Media | Lights on media
VFX - Falcon Studios
DI: B2H Studio
SFX: Vijay Rathnam
Sound Mixing: Rahamadullah | AH Studio 

Audio On Trend Music 

© 2024 Trend Music 

Click Here To Watch :- 

Mazhai Pidikkatha Manithan Jukebox - https://youtu.be/IQ-8g78dyOk

Mazhai Pidikkatha Manithan - Sneak Peek - https://youtu.be/Isp6pAtjjSg

Mazhai Pidikkatha Manithan - Trailer - https://youtu.be/tecNxChQp8g

Mazhai Pidikkatha Manithan Teaser - https://youtu.be/AQM6ZEeVkNs

#MPM - Unveiling Sarath Kumar as Chief - https://youtu.be/1cZbxOTROfs

#MPM - Introducing Pruthvi Ambaar as Burma -https://youtu.be/qVZOfhOWUa4

For more updates: 

Subscribe to us on: 
https://youtube.com/TrendMusicSouth
Like Us on: https://www.facebook.com/TrendMusicSouth
Follow Us on: https://twitter.com/TrendMusicSouth
https://www.instagram.com/trendmusicsouth

#MazhaiPidikkathaManithan #vijayantony #vijaymilton #sathyaraj #meghaaksah #daalidhananjaya #pruthviambaar #muralisharma #saranyaponvannan #mpm #trailer #trendmusic",2024-08-01T04:29:00Z,UCUgP5pdToi19fWe19NVliFg,TrendMusic,1,"['vijay antony movies', 'mazhai pidikkatha manithan movie', 'vijay antony movies hits and flops', 'mazhai pidikkatha manithan pre release trailer', 'mazhai pidikatha manithan movie', 'vijay antony latest speech', 'vijay antony speech latest', 'vijay antony movies list', 'vijay antony scenes', 'action movie', 'mpm pre release trailer', 'vijay antony action scenes', 'sarathkumar', 'tamil trailer', 'latest tamil movies', 'latest tamil movie trailers', 'trend music', 'tamil movie trailers 2024', 'movie scenes tamil']",PT1M52S,hd,true,258530,3674,0,0,87,Film & Animation
dSNE1SYQtOk,NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4152 | 1 Aug 2024 | Teaser,"Click here to subscribe to SAB: https://www.youtube.com/channel/UC6-F5tO8uklgE9Zy8IvbdFw?sub_confirmation=1

Episode 4152: Roshan Ki Maangein
--------------------------------------------------------
Roshan demands that Sodhi takes her out for a movie, shopping, and restaurant since it's been days since they went out. Meanwhile, Bhide is concerned that everyone will not pay the maintenance fee on time.

Show Name – Taarak Mehta Ka Ooltah Chashmah
Star Cast –  Dilip Joshi, Disha Vakani, Amit Bhatt, Nitish Bhaluni
Episodes No - Ep 4152 | 1 August 2024
Produced By - Asit Kumar Modi

#TaarakMehtaKaOoltahChashmah #तारकमेहताकाउल्टाचश्मा #sab #Latest #New #TaarakMehtaKaOoltahChashmah2024 #tmkocfunnyepisodes #hindicomedy #comedyvideo #15yearsoftmkoc  #4000episodes

About the show: 
----------------------------------------------------------------------
Taarak Mehta Ka Ooltah Chashmah is a SAB Comedy Show inspired by the famous humorous column, Duniya Ne Undha Chashmah written by the eminent Gujarati writer, Mr. Tarak Mehta. This show revolves around the Gada family which consists of businessman, Jethalal Champaklal Gada, Jethalal's wife, Daya & their naughty son, Tipendra Gada living in Gokuldham Co-operative Society, and covers topical issues that are socially relevant. This hilarious show will surely tickle your funny bone.

Click here to watch the episode of Taarak Mehta Ka Ooltah Chashmah :
https://www.sonyliv.com/shows/taarak-mehta-ka-ooltah-chashmah-1000284692

NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4152 | 1 Aug 2024 | Teaser",2024-08-01T15:30:23Z,UC6-F5tO8uklgE9Zy8IvbdFw,Sony SAB,24,"['Nitish Bhaluni', 'तारक मेहता', 'Ooltah Chashmah', 'sab tv channel', 'taarak mehta latest episodes', 'taarak mehta ka ooltah chashmah', 'hindi comedy show', 'sab tv funny show', 'taarak new episode', 'ulta chashma', 'tarak mehta ka ultah chashma', 'taarak mehta episode', 'tmkoc todays episode', 'taark mehta new episodes', 'tmkoc teaser today', 'tmkoc new taarak mehta', 'dilip joshi', 'dilip joshi jethalal', 'tmkoc funny episode', 'tmkoc', 'tmkoc episode 4152', 'taarak mehta ka ooltah chashma teaser episode 4152']",PT10M37S,hd,false,1579709,24527,0,0,674,Entertainment
gyH2PYp_3ek,ARMAAN HUYE BIGG BOSS SE EVICTED |family fitness,"#armaanmalik #payalmalik #kritikamalik #chirayumalik #vlog

 Follow Us On Instagram for Live Updates: 

Kritika Malik - https://instagram.com/kritika_malik_9

Payal Malik - https://instagram.com/payal_malik_53

Armaan Malik - https://instagram.com/armaan__

Facebook:
Kritika Malik:
 

 / kritika-malik-101562412208961  

Armaan Malik:
https://www.facebook.com/malikarmaano...

Chirayu Payal Malik:
https://www.facebook.com/Chirayupayal...


___________

DISCLAIMER : Please don’t go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing not the individual themselves, please don’t go spreading hate it’s all for laughs 

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",2024-07-31T08:30:12Z,UCvVEcGPPEkn3zSdc-rniGMg,Family Fitness,24,"['armaanmalikteam1@gmail.com', 'armaan malik kaun hai', 'armaan malik', 'armaan malik9', 'armaan malik wife', 'armaan malik biography', 'payal malik', 'payal malik husband', 'payal malik biography', 'payal malik kritika malik']",PT13M42S,hd,false,1186267,28883,0,0,6225,Entertainment
